"id","Bud.Cluster","Flower","Fruit","institutionCode","specificEpithet","recordedBy","eventDate","year","month","day","verbatimEventDate","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters"
389892,4,1,24,"SDSU","sativus","Estrella, D.C.","4/3/03",2003,4,3,"4/3/03","San Diego","Point Loma Naval Facility, SPAWAR. Water Treatment Facility, Woodward St. entrance. Growing along roadside, in front of building #306, west of Gatchell Rd.",32.69028,"-117.24917","WGS84",3999
1585505,1,7,6,"UCR","sativus","M. Georgiady","4/10/03",2003,4,10,"4/10/03","San Diego","Encinitas, Park & Ride lot at I-5 and La Costa Ave, adjacent to Batiquitos Lagoon Ecological Reserve",33.08556,"-117.29806","WGS84",3999
1562530,1,12,35,"UCR","sativus","Jon P. Rebman","4/15/03",2003,4,15,"4/15/03","San Diego","Crestridge Ecological Reserve: west of La Cresta between Alpine and El Cajon. Atlas Square P15",32.82361,"-116.865","WGS84",3999
1655005,1,3,10,"UCR","sativus","Mark A. Elvin","4/22/03",2003,4,22,"4/22/03","Los Angeles","Newhall Ranch, bee site on open former oil well pad just east of Grapevine Mesa, S of Santa Clara River and Hwy 126, c. 4 mi. east of Ventura Co. line",34.41689,"-118.62697","WGS84",3999
1548194,1,17,6,"UCR","sativus","Michael D. Wilcox","5/13/03",2003,5,13,"5/13/03","Riverside","French Valley, ""Greenway site"" along Tucalota Creek c. 1 mile east of Murrieta Hot Springs",33.56556,"-117.11833","WGS84",3999
4418728,1,13,20,"SBBG","sativus","R. Burgess","4/2/04",2004,4,2,"2-Apr-04","Ventura","Lake Piru area, Dominguez Cyn, in vicinity of Rodeo Flat within Piru Burn, Los Padres National Forest",34.4803,"-118.8101","WGS84",750
468997,2,8,5,"SD","sativus","Edith A. Purer","7/15/32",1932,7,15,"7/15/32","Monterey","Del Monte",36.60643,"-121.86748","WGS84",4001
1560057,0,18,12,"UCR","sativus","George K. Helmkamp","3/15/04",2004,3,15,"3/15/04","San Luis Obispo","edge of Nipomo Mesa overlooking Cienaga Valley, along CA Hwy 1 (Mesa View Dr.), 0.3 mile north of Halcyon Rd",35.08333,"-120.585","WGS84",3999
1302899,1,0,18,"DAV","","Joe Di Tomaso","7/15/03",2003,7,15,"15-Jul-03","Yolo","University Farm. Grass flats, Field A.",38.54011,"-121.76696","WGS84",500
202480,5,9,5,"OBI","sativus","Margaret Przybylski","4/3/04",2004,4,3,"3-Apr-04","Alameda","The Oakland Zoo, E of main parking lot in rolling hills. Near gate to upper zoo land",37.751459,"-122.144718","WGS84",688
469007,0,5,16,"SD","sativus","Jack L. Reveal","4/23/67",1967,4,23,"4/23/67","San Diego","Proctor Valley",32.68073,"-116.92162","WGS84",2414
468963,3,13,20,"SD","sativus","Daniel Cleveland","1875-05-24",1875,5,24,"05/24/1875","San Diego","Sweetwater",32.7089,"-116.9682","WGS84",5000
390689,0,7,17,"SDSU","sativus","Stein, Ashley","3/11/05",2005,3,11,"3/11/05","San Diego","San Luis Rey River bed off of Old River Road, Bonsall CA. Near Little Gopher Canyon Road cross. 300 feet off of the road.",33.2675,"-117.23306","WGS84",3999
1582894,8,13,4,"UCR","sativus","George K. Helmkamp","4/6/05",2005,4,6,"4/6/05","Santa Barbara","Santa Ynez Mountains, near NW side of Sudden Peak; c. mile 7 of San Miguelito Road at junction with Sudden Road",34.575,"-120.51667","WGS84",3999
2120835,0,4,22,"CHSC","raphanistrum","Lowell Ahart","4/14/05",2005,4,14,"4/14/05","Butte","Bottom of a deep drain ditch, about 200 feet east of the railroad tracks, north of Spruce Street, Gridley. T18N R02E S36 SE1/4",39.370278,"-121.696389","WGS84",3999
1591452,0,7,19,"UCR","sativus","Jon P. Rebman","4/19/05",2005,4,19,"4/19/05","San Diego","Sycuan Peak Ecological Reserve (California Dept. of Fish & Game): southeast of Dehesa, southwest of Loveland Reservoir; on the lower northeast side of Sycuan Peak, just northeast of the Sloan Ranch. San Diego Atlas Square R16",32.77194,"-116.79722","WGS84",3999
391803,3,15,2,"SDSU","sativus","Dernetz, Liz","4/7/05",2005,4,7,"4/7/05","San Diego","Special Dist., Cities of Del Mar & San Diego, .1 mi. S of San Dieguito Lagoon on path E of Racetrack View Dr., 1 mi. S of DM Racetrack, SE of (outside) E rim Crest Canyon, .8 mi E of coastline.",32.9631,"-117.25","WGS84",80
1602409,4,0,12,"UCR","sativus","Mitch Provance","5/27/05",2005,5,27,"5/27/05","Riverside","Riverside, Sycamore Canyon, just east of the corner of Canyon Crest Drive and Via Vista",33.94028,"-117.33111","WGS84",3999
1575247,1,11,44,"UCR","sativus","A.C. Sanders","6/17/05",2005,6,17,"6/17/05","San Diego","Boden Canyon Ecological Reserve at E end of San Pasqual Valley, along entrance road from Hwy 78 to Clevenger Canyon",33.08528,"-116.90167","WGS84",3999
1896191,1,6,9,"UCSB","sativus","CCBER Staff","6/30/05",2005,6,30,"6/30/05","Santa Barbara","UCSB Campus, Manzanita Village.",34.409149,"-119.852117","WGS84",200
1578414,0,12,31,"UCR","sativus","A.C. Sanders","6/22/05",2005,6,22,"6/22/05","San Diego","Buena Vista Lagoon Ecological Reserve (DFG), Carlsbad, north side of lagoon between Carlsbad Blvd. (S-21) and the RR, south of Eaton St.",33.16861,"-117.35833","WGS84",3999
1588191,0,5,25,"UCR","sativus","A.C. Sanders","6/24/05",2005,6,24,"6/24/05","San Diego","San Dieguito Lagoon Ecological Reserve (DFG), north edge of reserve along Palm Lane (closed/abandoned) east of San Dieguito Dr. near old airport site",32.96806,"-117.25417","WGS84",3999
1576181,0,8,37,"UCR","sativus","Jon P. Rebman","6/1/04",2004,6,1,"6/1/04","San Diego","Otay Mountain Ecological Reserve (California Dept. of Fish & Game): Southeast of Otay Lake; near the gate just south of the bridge on Otay Lakes Road",32.63583,"-116.88389","WGS84",3999
1590780,7,20,7,"UCR","sativus","George K. Helmkamp","2/9/06",2006,2,9,"2/9/06","Placer","Clark Tunnel Road and Calif. Highway 193, east of Lincoln",38.88611,"-121.20917","WGS84",3999
469015,0,10,19,"SD","sativus","Barry A. Prigge","6/7/86",1986,6,7,"6/7/86","San Diego","San Mateo Creek: S of San Clemente. Between agricultural field and I-5. Disturbed areas along edge of dirt road.",33.39337,"-117.58991","WGS84",241
1591165,5,25,52,"UCR","sativus","George K. Helmkamp","3/19/06",2006,3,19,"3/19/06","Amador","Along Calif. Highway 49 just south of Plymouth",38.47056,"-120.85278","WGS84",3999
1603927,1,16,6,"UCR","sativus","George K. Helmkamp","3/14/07",2007,3,14,"3/14/07","Sacramento","Latrobe Rd at Michigan Bar Rd, about 3.5 mi west of Latrobe and 0.3 mi west of the El Dorado County line",38.54,"-121.04389","WGS84",3999
3235156,0,12,26,"UCJEPS","","Richard Halse","3/22/07",2007,3,22,"Mar 22 2007","Colusa","Williams, by the junction of 5th Street and B Street",39.1591,"-122.1494","WGS84",25
2124078,1,9,9,"CHSC","raphanistrum","Lowell Ahart","4/13/07",2007,4,13,"4/13/07","Placer","Open pasture fields, about 1/2 mile south of the Manzanita Cemetery, about 1/2 mile west of Gladding Road, about 2 3/4 miles north of Lincoln. T13N R06E S34 NW1/4",38.937222,"-121.302778","WGS84",3999
469019,3,8,23,"SD","raphanistrum","Jerilyn Hirshberg","8/31/93",1993,8,31,"8/31/93","San Diego","Laguna Mountains, Escondido Creek, º mile west of Sunrise Highway, near creek.",32.86473,"-116.42396","WGS84",241
1606153,1,7,0,"UCR","sativus","T.B. Salvato","3/28/07",2007,3,28,"3/28/07","Los Angeles","Santa Anita Reservoir, proposed 4-acre sediment placement site, east side of the channel and 0.4 mi south of the Elkins Avenue entrance gate",34.16389,"-118.02194","WGS84",3999
80367,1,8,31,"SBBG","raphanistrum","L. Emard","5/27/07",2007,5,27,"5/27/07","Santa Barbara","Santa Ynez Mtns: 55 yards N of parking lot, 20 ft W of rd; Arroyo Hondo Preserve",34.4778,"-120.1417","WGS84",200
5776205,0,10,5,"DAV","sativus","G.L. Clifton","4/17/07",2007,4,17,"4/17/07","San Mateo","Pigeon Point, Pigeon Point Quad.",37.181002,"-122.383001","WGS84",3999
1613574,2,5,18,"UCR","raphanistrum","George K. Helmkamp","10/13/07",2007,10,13,"10/13/07","San Joaquin","along Hwy CA-88, 1.0 mile southwest of Clements at Disch Road",38.17667,"-121.115","WGS84",3999
1607550,3,4,14,"UCR","sativus","George K. Helmkamp","9/30/07",2007,9,30,"9/30/07","Sutter","Sacramento Ave. on the east side of CA-99, junction 1.4 miles north of the Feather River",38.91667,"-121.60472","WGS84",3999
617784,2,5,6,"SFV","sativus","J. R. Holt","4/12/08",2008,4,12,"12-Apr-08","Riverside","Riverside. Banks of Santa Ana River adjacent to Rancho Jarupa Park.",33.98,"-117.41","WGS84",1000
1616502,6,19,6,"UCR","sativus","George K. Helmkamp","3/6/08",2008,3,6,"3/6/08","Sutter","Sutter Basin; junction of CA-20 and South Butte Rd, west of Yuba City",39.14306,"-121.69833","WGS84",3999
1613581,1,10,10,"UCR","raphanistrum","George K. Helmkamp","10/28/07",2007,10,28,"10/28/07","Placer","along Nicolaus Road 5.8 miles west of Lincoln",38.89722,"-121.42111","WGS84",3999
2146635,4,24,28,"CHSC","raphanistrum","Lowell Ahart","4/13/08",2008,4,13,"4/13/08","Merced","Along the fence, about 50 yards west of the wire gate on the south side of Sandy Mush Road, 3.7 miles west of Highway 99, about 8.5 miles south-southeast of Merced. T09S R14E S01 NW1/4 USGS Quadrangle: El Nido",37.185278,"-120.3975","WGS84",3999
469029,0,4,38,"SD","sativus","Steve Boyd","5/19/92",1992,5,19,"5/19/92","Orange","Southern Santa Ana Mountains; western edge of the wilderness in Alixo Canyon at the confluence with Lucas Canyon, upstream to the Lucas Canyon Trail crossing.",33.5701,"-117.50743","WGS84",3999
1612297,4,24,4,"UCR","sativus","A.C. Sanders","5/13/08",2008,5,13,"5/13/08","Orange","Lomas de Santiago, Santiago Canyon above (S of) mouth of Hangman Tree Canyon, just below Modjeska Canyon confluence",33.71778,"-117.64806","WGS84",3999
1619748,1,5,16,"UCR","raphanistrum","George K. Helmkamp","10/6/08",2008,10,6,"10/6/08","Yuba","Ostrom #3 Road, 1.2 miles east of junction with CA-65, southeast of Olivehurst",39.07056,"-121.4975","WGS84",3999
1620243,5,7,13,"UCR","sativus","George K. Helmkamp","10/9/08",2008,10,9,"10/9/08","San Joaquin","junction of Collier Road and CA-88, 1.1 miles north of the junction of CA-12 and CA-88, NE of Lodi",38.21361,"-121.06889","WGS84",3999
1623528,7,22,2,"UCR","sativus","George K. Helmkamp","1/31/09",2009,1,31,"1/31/09","Colusa","along River Road, 0.9 mile north of the city of Colusa",39.22556,"-121.99528","WGS84",3999
1635613,5,13,9,"UCR","sativus","R.G. Swinney","3/6/09",2009,3,6,"3/6/09","Los Angeles","Azusa, east of Irwindale Ave. and north of I-210 Fwy",34.13111,"-117.93028","WGS84",3999
469032,4,1,8,"SD","sativus","Margaret Fillius","4/6/04",2004,4,6,"4/6/04","San Diego","Rose Canyon, alongside the road through the south of the canyon, West of Galloway trail",32.8558,"-117.2219","WGS84",3999
469043,3,8,9,"SD","sativus","Nancy Nenow","2/15/05",2005,2,15,"2/15/05","San Diego","Balboa Park, Vermont St. canyon at Cypress St.",32.7439,"-117.1533","WGS84",3999
1895626,2,21,16,"UCSB","sativus","Heather Liu","6/1/09",2009,6,1,"06.01.09","Santa Barbara","South Parcel Open Space, UC Santa Barbara. Between Ocean Meadows Golf Course to the north and Devereux Slough and Coal Oil Point Reserve to the south.",34.418182,"-119.883056","WGS84",250
1336457,1,3,19,"DAV","raphanistrum","Ellen Dean","4/1/09",2009,4,1,"1-Apr-09","Yolo","Yolo County: city of Woodland. Mavis Henson field property on the east side of County Road 102, just south of County Road 25. Property owned by city of Woodland.",38.64144812,"-121.7218696","NAD83",3999
2134739,0,2,0,"CHSC","sativus","M. Beyers","11/17/09",2009,11,17,"11/17/09","Sacramento","Sacramento; in an empty lot behind residential housing on 32nd Street, just north of Ellwood Avenue and just west of Wainscott Way. Adjacent to the Light Rail Station off of Meadowview Road.",38.4825,"-121.470278","WGS84",3999
1675351,1,11,30,"UCR","sativus","R.G. Swinney","2/27/10",2010,2,27,"2/27/10","Los Angeles","Hansen Dam Flood Control Basin, from east end of Orcas Park to 0.5 mile east, and from the I-210 Fwy south to Big Tujunga Wash",34.27222,"-118.36583","WGS84",3999
1650071,3,10,2,"UCR","sativus","George K. Helmkamp","3/26/10",2010,3,26,"3/26/10","Amador","low foothills along CA-16, 6.8 miles west of Plymouth near Forest Home Rd.",38.46528,"-120.96583","WGS84",3999
1675381,0,10,42,"UCR","sativus","R.G. Swinney","3/16/10",2010,3,16,"3/16/10","Los Angeles","Confluence of Little Tujunga Wash and Big Tujunga Wash at I-210 crossing, within 50 m on north and south sides of I-210",34.27417,"-118.37306","WGS84",3999
393682,1,7,1,"SDSU","sativus","Azuma, Adam","5/4/10",2010,5,4,"5/4/10","San Diego","Mission Trails Regional Park, San Diego, Oak Canyon Trail, next to fence post 200 feet east of taped off patch of Toxicodendron diversilobum.",32.83988,"-117.04476","WGS84",3999
1660287,0,18,35,"UCR","sativus","George K. Helmkamp","4/14/10",2010,4,14,"4/14/10","Solano","Tremont Road, 0.8 mile west of Mace Blvd, 3.8 mi. (air) SE of Davis",38.495,"-121.70917","WGS84",3999
1660267,4,13,9,"UCR","sativus","George K. Helmkamp","4/3/10",2010,4,3,"4/3/10","Amador","Willow Creek Road, 1.2 miles north of its junction with CA-124, 3.7 mi. NE (22∞) of Ione",38.40694,"-120.9075","WGS84",3999
613793,0,10,11,"SFV","sativus","J. N. Hogue","3/1/11",2011,3,1,"1-Mar-11","Los Angeles","Los Angeles Basin; Los Angeles, Eagle Rock.",34.136,"-118.194","WGS84",3999
1635523,2,3,20,"UCR","raphanistrum","George K. Helmkamp","5/31/10",2010,5,31,"5/31/10","Amador","Church Street, becoming Sutter Creek-Volcano Road, 0.2 mile east of the village of Sutter Creek",38.3925,"-120.79556","WGS84",3999
1648787,4,23,5,"UCR","sativus","George K. Helmkamp","3/12/11",2011,3,12,"3/12/11","San Joaquin","between Lodi and Galt, Forest Lake Road just west of CA-99",38.22194,"-121.27361","WGS84",3999
1652556,1,4,17,"UCR","sativus","George K. Helmkamp","11/17/11",2011,11,17,"11/17/11","El Dorado","1.6 miles west of Latrobe on South Shingle Road",38.55472,"-121.00167","WGS84",3999
236400,0,10,6,"UCSC","sativus","Andrew Weitz","5/12/11",2011,5,12,"12-May-11","Santa Cruz","Great Meadow, University of California, Santa Cruz",36.987944,"-122.065972","WGS84",3999
1652583,10,29,14,"UCR","sativus","George K. Helmkamp","11/28/11",2011,11,28,"11/28/11","Sutter","Worth Road, 0.2 mile east of its junction with Garden Highway, 4 miles southwest of Nicolaus",38.85583,"-121.6225","WGS84",3999
235906,2,5,0,"UCSC","sativus","Hilary Walecka","4/25/11",2011,4,25,"25-Apr-11","Santa Cruz","2855 E. Cliff Dr. at Schwan Lake Park",36.9649506,"-121.9949615","WGS84",3999
1679520,6,17,18,"UCR","sativus","George K. Helmkamp","12/9/11",2011,12,9,"12/9/11","Placer","Sunset Blvd. West, 5.8 miles west of its junction with Fiddyment Road",38.82389,"-121.45556","WGS84",3999
1654191,8,15,8,"UCR","sativus","George K. Helmkamp","2/23/12",2012,2,23,"2/23/12","Sutter","east end of Kirkville Road at the west edge of Sutter Bypass Causeway",38.90889,"-121.64278","WGS84",3999
1655697,3,15,4,"UCR","sativus","George K. Helmkamp","2/9/12",2012,2,9,"2/9/12","Glenn","along Road Z, 0.9 mile north of its junction with CA-162",39.47583,"-121.93","WGS84",3999
1654175,6,17,9,"UCR","sativus","George K. Helmkamp","2/17/12",2012,2,17,"2/17/12","Sacramento","along Scott Road, 2.67 miles south of its junction with White Rock Road, south of Folsom Lake and Hwy 50",38.57083,"-121.13056","WGS84",3999
1655320,1,17,6,"UCR","sativus","George K. Helmkamp","4/4/12",2012,4,4,"4/4/12","Calaveras","along CA-26, 0.6 mile northeast of its junction with Paloma Road, 4.5 km SW (213∞) of Mokelumne Hill",38.26639,"-120.73528","WGS84",3999
1372819,1,15,15,"DAV","raphanistrum","Ellen Dean","4/14/12",2012,4,14,"14-Apr-12","Merced","Merced County: NE of the town of Planada. Flying M Ranch. Dr. Bob's Power Mosey camp area. On bluff above creek on west side of encampment.",37.381667,"-120.281389","NAD83",3999
1670844,1,6,8,"UCR","raphanistrum","George K. Helmkamp","10/30/12",2012,10,30,"10/30/12","Placer","South Dowd Road, 0.1 mile south of its junction with Moore Road, southwest of Lincoln",38.86556,"-121.37694","WGS84",3999
2132998,2,4,1,"CHSC","raphanistrum","Lowell Ahart","5/10/12",2012,5,10,"5/10/12","Butte","On disturbed soil, on the east side of the horse path, about 100 yards north of the paved park road, west side of the old walnut orchard, south of Vallombrosa Avenue, about 1/4 mile west of Peterson Drive, Lower Bidwell Park, Chico. T22N R02E S19 NW 1/4",39.750833,"-121.801389","WGS84",3999
1667960,9,15,8,"UCR","sativus","George K. Helmkamp","3/9/13",2013,3,9,"3/9/13","Sutter","North Butte Road, 0.2 mile east of its junction with West Butte Road, NW foot of Sutter Buttes",39.28889,"-121.85444","WGS84",3999
202500,2,6,5,"OBI","sativus","Kristen M. Nelson","2/9/13",2013,2,9,"2/9/13","San Luis Obispo","Ca. 8 miles SW of downtown San Luis Obispo, ca. 1 driving mile southeast of CA-227 on Corbett Canyon Road. Along disturbed roadside, full sun.",35.16357,"-120.5648","WGS84",5000
1654256,0,14,26,"UCR","sativus","George K. Helmkamp","4/14/12",2012,4,14,"4/14/12","Butte","Robinsons Corner, Simpson Rd, just east of junction of East Gridley Road and CA-70",39.36472,"-121.60556","WGS84",3999
1669580,2,25,4,"UCR","sativus","Jon P. Rebman","3/26/13",2013,3,26,"3/26/13","San Diego","Lake Hodges area, south of Escondido; southeast of intersection of Lake Drive and Beech Lane; along north side of lake south of the boat ramp parking lot; Square K10",33.06289,"-117.10389","WGS84",3999
1392578,2,5,2,"DAV","sativus","Ellen Dean","4/6/13",2013,4,6,"6-Apr-13","Sutter","Sutter County; Sutter Buttes. Dean Ranch. Along undeveloped road between Willaston Flat and residence.",39.224444,"-121.785833","NAD83",3999
2133518,3,9,1,"CHSC","raphanistrum","Lowell Ahart","4/26/13",2013,4,26,"4/26/13","Mendocino","North Coast. Base of eroding cliffs, above the sand beach, 1.1 miles (air) southeast of Anchor Bay, 2.0 miles (air) northwest of mouth of Gualala River. T11N R15W S20 SW1/4",38.789167,"-123.561111","WGS84",3999
236311,0,5,9,"UCSC","raphanistrum","Preza, Mizael","4/26/13",2013,4,26,"26-Apr-13","Santa Cruz","University of Santa Cruz",36.988889,"-122.050556","WGS84",3999
3798671,0,12,9,"OBI","sativus","George K. Helmkamp","3/28/13",2013,3,28,"3/28/13","Yuba","Eastern Sacramento Valley; northbound exit road from CA-65, connecting with Forty Mile Road",39.06583,"-121.51222","WGS84",100
1671045,5,12,43,"UCR","sativus","George K. Helmkamp","11/29/13",2013,11,29,"11/29/13","El Dorado","Along CA-193, Georgetown Rd., 5.5 miles east of CA-49 in Cool",38.89861,"-120.93889","WGS84",3999
950503,4,18,5,"RSA","sativus","George K. Helmkamp","1/4/14",2014,1,4,"1/4/14","Colusa","Sacramento Valley: along CA-20 at Sycamore Cutoff, 1.3 miles west of the Sacramento River crossing.; Meridian 7.5'",39.14583,"-121.94194","WGS84",3999
2252335,0,3,2,"OBI","sativus","David Keil","2/25/14",2014,2,25,"25-Feb-14","San Luis Obispo","Los Osos. El Morro Elfin Forest. West of South Bay Blvd. and north of Santa Ysabel Ave.; in weedy strip along South Bay Blvd.",35.333888,"-120.823404","WGS84",3999
1687752,5,16,11,"UCR","sativus","George K. Helmkamp","3/14/14",2014,3,14,"3/14/14","Amador","along Hwy E-16, 0.6 mile southwest of the junction with CA-49, c. 2.5 miles southwest of Plymouth",38.45278,"-120.87639","WGS84",3999
1671086,5,7,6,"UCR","sativus","George K. Helmkamp","3/18/14",2014,3,18,"3/18/14","San Joaquin","along Hwy CA-88 on the southwest side of the border with Calaveras County, 7.1 mi. SW (220∞) of Ione",38.27444,"-121.0175","WGS84",3999
1674069,3,16,10,"UCR","sativus","George K. Helmkamp","3/21/14",2014,3,21,"3/21/14","Sutter","Along CA-20 (Colusa Hwy), 0.3 mile west of South Tarke Road, 3.75 miles east of Meridian",39.14278,"-121.84472","WGS84",3999
3840150,1,11,19,"RSA","sativus","R. Burgess","3/25/14",2014,3,25,"Mar 25 2014","Ventura","Arroyo Conejo Cr. City of Camarillo. Vicinity of Camarillo Sewage Treatment Plant.",34.19744,"-118.9999","WGS84",3999
1399261,1,10,13,"DAV","raphanistrum","Steve Wathan","3/10/15",2015,3,10,"10-Mar-15","Napa","Napa County: McLaughlin UC Reserve. Knoxville Mine site, ca. 7 miles south of McLaughlin Field Station.",38.825278,"-122.336111","WGS84",3999
3805929,1,6,26,"RSA","sativus","Jim M. AndrÈ","3/4/15",2015,3,4,"3/4/15","San Diego","Unknown0.2 mi. south of Otay Lakes Rd, east of Chula Vista, NE end of Otay Lake (Harvey's Arm), NW of Otay Mtn.; Jamul Mountains 7.5'",32.6333,"-116.9237167","NAD83",3999
790470,0,2,52,"RSA","sativus","Jon P. Rebman","5/8/14",2014,5,8,"5/8/14","San Diego","Camp Pendleton: Training Area India: eastern portion of Base; along the Santa Margarita River just southwest of the De Luz Road crossing.",33.36119,"-117.32249","WGS84",3999
1031022,0,5,0,"RSA","sativus","LeRoy Gross","3/17/15",2015,3,17,"3/17/15","Ventura","The Nature ConservancyOrmond Beach at end of McWane Blvd., west of Arcturus Ave. South of Port Hueneme, Oxnard.",34.14013,"-119.17538","WGS84",3999
395477,2,19,12,"SDSU","sativus","Ayala, Anthony J.","4/15/14",2014,4,15,"4/15/14","San Diego","Mission Trails Regional Park, San Diego. About 1/8 mile west along Mission Gorge from Jackson Drive trail junction.",32.81756,"-117.0605","WGS84",3999
1002700,1,6,10,"RSA","sativus","Naomi Fraga","5/27/15",2015,5,27,"5/27/15","Ventura","The Nature Conservancy (TNC). Totolcam I owned by The Nature Conservancy, Santa Clara River.; Oxnard",34.2367,"-119.2369","NAD83",3999
1191094,2,4,21,"RSA","sativus","Jon P. Rebman","5/27/15",2015,5,27,"5/27/15","San Diego","Camp Pendleton: southeastern portion of Base; Juliet Training Area; near Bonsall & Fallbrook; riparian area along the perimeter of the Base.",33.327,"-117.2664","WGS84",3999
5980225,2,13,1,"FSC","raphanistrum","Barnes, Rusty","2/6/16",2016,2,6,"2/6/16","Madera","b/t Rd 36 and Rd 35 1/2 N",36.9458881,"-119.8986654","WGS84",3999
3841582,4,3,17,"RSA","raphanistrum","R. G. Swinney","3/28/15",2015,3,28,"28-Mar-15","Los Angeles","San Gabriel Mountains: Glendora, Big Dalton Wilderness Park, Wren Cyn. on Wren-Meacham Trail, 0.2-0.4 mile east of Big Dalton Canyon. Flood Control Channel.; Glendora 7.5",34.1527778,"-117.8313889","WGS84",100
216778,1,29,3,"OBI","sativus","David Keil","3/24/16",2016,3,24,"24-Mar-16","San Luis Obispo","Southern foothills of San Luis Range. Wild Cherry Ranch west of Avila Beach.",35.187084,"-120.746349","WGS84",3999
3349335,4,3,14,"UCJEPS","raphanistrum","Lowell Ahart, Josephine Guardino","4/18/16",2016,4,18,"19-Apr-16","Contra Costa","1.4 miles (air) northwest of Los Vaqueros Reservoir Marina, 1.9 miles (air) southwest of Los Vaqueros Reservoir Dam, approximately 25 miles (air) southwest of Stockton. Undesignated section of Canada de Los Vaqueros Land Grant, Byron Hot Spring USGS 7.5' Quad.",37.825822,"-121.759406","WGS84",3999
395628,1,18,11,"SDSU","sativus","Billings, Emma","4/26/16",2016,4,26,"4/26/16","San Diego","San Diego State University Ecological Reserve, north of I-8 from campus, adjacent to creek area, very sun-exposed, on an inclining hill.",32.78112,"-117.07425","WGS84",3999
3669165,3,5,37,"HSC","sativus","Trudy Terres","9/17/17",2017,9,17,"17-Sep-17","Humboldt","Arcata, Marsh, along trail near Gearheartís Marsh.",40.858819,"-124.09501","WGS84",422
5509705,1,8,11,"UCJEPS","sativus","H. Forbes, B. Anderson, C. Al-Witri","6/20/16",2016,6,20,"21-Jun-16","Mendocino","City Hall. California Coastal National Monument. Point Arena/Stornetta Unit Voucher.",38.91507,"-123.66137","WGS84",3999
3964300,0,12,15,"UCSB","raphanistrum","Kedrina Garcia","5/30/17",2017,5,30,"30-May-17","Santa Barbara","UCSB, W of Harder Stadium, N of Lot 38; 34.4201N, -119.85645W",34.4201,"-119.85645","WGS84",3999
1699178,1,16,20,"UCR","sativus","Dan S. Cooper","3/8/17",2017,3,8,"3/8/17","Los Angeles","Cahuenga Pass, Cahuenga Blvd. near Wonder View Dr.",34.12569,"-118.34367","WGS84",3999
3771777,0,7,8,"SBBG","sativus","Jon Rebman","3/29/18",2018,3,29,"29-Mar-18","San Diego","Fallbrook Naval Weapons Station: W of Fallbrook; along Fallbrook Creek, E-central part of station just S of Ammunition Rd in vicinity of Building 351 and along the creek",33.36711,"-117.26121","WGS84",100
2264695,1,9,32,"SBBG","sativus","Kelly Hildner","3/1/19",2019,3,1,"3/1/19","Santa Barbara","Storke Ranch Open Space; west side of eastern vernal pool fenced area.",34.421134,"-119.86677","WGS84",3999
1702201,1,11,32,"UCR","raphanistrum","Angelique Herman","3/22/18",2018,3,22,"3/22/18","Fresno","South of Fresno, between north and south-bound lanes of Freeway 41, south of East Floral Ave.",36.57614,"-119.78611","WGS84",3999
4562413,2,11,32,"OBI","sativus","C. I. Motta","12/20/17",2017,12,20,"20-Dec-17","Santa Barbara","Goleta, North Campus Open Space.",34.421881,"-119.879608","WGS84",50
4588064,1,5,9,"UCSB","sativus","E. Balderas","4/26/19",2019,4,26,"26-Apr-19","Santa Barbara","Camino Corto Vernal Pools.",34.4153,"-119.8668","WGS84",50
3590276,3,11,15,"UCSC","sativus","Sierra Stromberg","4/12/19",2019,4,12,"4/12/19","Santa Cruz","Approximately 30 meters north of coastal campus building, adjacent to the north side of the parking lot entrance and bike path.",36.95338,"-122.06525","WGS84",3999
3630484,2,8,6,"OBI","sativus","David Keil","5/9/19",2019,5,9,"9-May-19","Santa Barbara","Santa Ynez Mountains. Phytojog 2019 trip to The Nature Conservancy's Jack and Laura Dangermond Preserve. Cojo Ranch side. Point Conception, Point Conception Rd. 0.21 miles north of Point Conception Lighthouse, on edge of cliffs.",34.45277158,"-120.4708787","WGS84",3999
6026439,1,22,31,"RSA","sativus","Kristy Snyder","5/13/20",2020,5,13,"13-May-20","Los Angeles","LAX Dunes, North Dune, by large oak tree near Pershing.",33.95189,"-118.44","WGS84",3999
3641757,3,23,53,"OBI","raphanistrum","Reed Kenny","7/11/19",2019,7,11,"7/11/19","Santa Cruz","Swanton Pacific Ranch",37.04521,"-122.224","WGS84",3999
4060635,0,3,7,"SBBG","sativus","Sean Carson","5/14/20",2020,5,14,"5/14/20","San Luis Obispo","West side of Price Canyon Rd.",35.191,"-120.616","WGS84",3999
3873464,1,4,3,"UCSC","sativus","Anita Pothukuchi","2/4/20",2020,2,4,"2/4/20","Santa Cruz","Approx 5 meters west of the Seymour Center parking lot and approx. 10 meters east of the walking path.",36.9497549,"-122.0646511","WGS84",3999
2963303,2,7,3,"DAV","sativus","Konshau Duman","4/20/19",2019,4,20,"20-Apr-19","Glenn","Bird Haven Ranch, Butte City, On edge of trail near riparian area.",39.431517,"-121.90649","WGS84",3999
5365196,1,11,7,"SBBG","sativus","C. M. Guilliams","2/18/22",2022,2,18,"2/18/22","Ventura","Point Mugu Naval Air Station: northwest corner of the base in a low channel adjacent to road, at southeast intersection of Perimeter Road and National Guard taxiway.",34.13297,"-119.10996","WGS84",3999
