image,Bud Cluster,Flower,Fruit,catalogNumber,gbifID,institutionCode,recordedBy,eventDate,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,specificEpithet
2234331547,1,7,5,2234331547,2234331547,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Wake,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859372846,5,6,8,2859372846,2859372846,CM,"Berkheimer, D.",1940-08-03,216,216,1940,8,3,3 Aug 1940,Pennsylvania,Bedford,NA,1 mi NE of Osterburg,40.17977,-78.506883,4807.0,Raphanus sativus L.,sativus
5068027696,2,8,8,5068027696,5068027696,University of New Hampshire,S. W. Leonard,1969-04-10,100,100,1969,4,10,NA,North Carolina,Brunswick,NA,2.5 mi. east of Bolivia on Co. Rt. 1513.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
CDA-0047964,0,0,25,CDA-0047964,3059664332,CDA,G. K. Walden,2017-06-09,160,160,2017,6,9,6/9/2017,California,Yolo,NA,"West Sacramento, west of Mill street, south of S. River Rd.",38.57,-121.52,NA,Raphanus raphanistrum L.,raphanistrum
3744690045,2,0,0,3744690045,3744690045,UNA,"R. Dale Thomas, David Taylor",1983-03-10,69,69,1983,3,10,3/10/1983,Louisiana,Bossier,NA,I-220 at Airline Drive ( Bossier 3105) north of Bossier City T18N R13W S11,32.55739,-93.70992,500,Raphanus raphanistrum L.,raphanistrum
2234330839,1,0,0,2234330839,2234330839,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Spartanburg,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999393385,1,2,29,1999393385,1999393385,NEBC,M. L. Fernald & B. H. Long,1913-08-22,234,234,1913,8,22,"August 22, 1913",Rhode Island,NA,NA,Block Island,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865104314,1,2,11,3865104314,3865104314,PH,Bayard Long,1943-07-03,184,184,1943,7,3,NA,Pennsylvania,Montgomery,NA,"Reading Ry. station, Colmar",40.268295,-75.254366,235.0,Raphanus raphanistrum L.,raphanistrum
3820608929,0,0,39,3820608929,3820608929,OSU,Richard R. Halse,2006-09-11,254,254,2006,9,11,NA,Oregon,Clatsop,NA,"Hammond, sandy shoreline of the Columbia River at the boat basin.",46.20615,-123.95159,805.0,Raphanus sativus L.,sativus
1998790784,2,4,22,1998790784,1998790784,NEBC,S. K. Harris,1966-08-17,229,229,1966,8,17,17 August 1966,New Hampshire,Coos County,Northumberland,Northumberland,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859093851,0,1,35,2859093851,2859093851,CM,"Jennings, O.E.",1942-06-21,172,172,1942,6,21,21 Jun 1942,Pennsylvania,Fayette,NA,near Indian Head,40.026045,-79.396194,650.0,Raphanus raphanistrum L.,raphanistrum
3925803561,5,5,15,3925803561,3925803561,MISS,C. Keller,1966-04-11,101,101,1966,4,11,4/11/1966,Mississippi,Lamar,NA,Bass Memorial Academy,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4910126197,3,4,7,4910126197,4910126197,SAT,M. K. Sears,1990-03-24,83,83,1990,3,24,"March 24, 1990",Texas,Tom Green,NA,1.8 to 2.2 mi E on FM 380 from the intersection of Loop 306 (US 67-277) and FM 380,NA,NA,NA,Raphanus sativus L.,sativus
3865374376,0,5,16,3865374376,3865374376,PH,Witmer Stone,1933-06-20,171,171,1933,6,20,June 20 1933,New Jersey,Cape May,NA,Cape May,38.935113,-74.906005,3624.0,Raphanus raphanistrum L.,raphanistrum
1999375402,0,0,28,1999375402,1999375402,NEBC,C. F. Batchelder,1926-07-23,204,204,1926,7,23,"July 23, 1926",New Hampshire,Hillsborough County,Peterborough,Peterborough,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430249061,1,8,61,2430249061,2430249061,RSA,R. F. Thorne; P. Everett,1965-06-22,173,173,1965,6,22,22 June 1965,California,Los Angeles,NA,Santa Catalina Island. Canyon behind Bird Park,NA,NA,NA,Raphanus sativus L.,sativus
3897880438,2,17,15,3897880438,3897880438,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New York,Rockland,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5068489033,1,7,5,5068489033,5068489033,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Cherokee,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070543285,0,1,6,5070543285,5070543285,BALT,Abbye Friedman,1985-04-05,95,95,1985,4,5,4/5/1985,Maryland,Garrett,NA,"Twin Churches Rd, near Lower New Germany Rd.",39.63625,-79.10419,500,Raphanus raphanistrum L.,raphanistrum
2234332062,2,16,51,2234332062,2234332062,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Hertford,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865380403,0,2,15,3865380403,3865380403,PH,David Berkheimer,1944-07-20,202,202,1944,7,20,NA,Pennsylvania,Montgomery,NA,0.25 mi. SW of Glasgow,40.261145,-75.664099,380.0,Raphanus sativus L.,sativus
2859087865,2,7,31,2859087865,2859087865,CM,"Henry, L.K.",1948-07-08,190,190,1948,7,8,8 Jul 1948,Pennsylvania,Somerset,NA,"branch of Boone Run, 2.5 mi S of Reels Corners",40.0219,-78.8278,2625.0,Raphanus raphanistrum L.,raphanistrum
SML_5198193840,5,12,70,SML_5198193840,5198193840,CAS,"Ahles, H. E.",1979-07-05,186,186,1979,7,5,"July 5, 1979",Massachusetts,Hampshire County,NA,"Daymon Road near railroad, Northampton.",42.338,-72.63613,70,Raphanus raphanistrum L.,raphanistrum
1999324495,3,15,17,1999324495,1999324495,NEBC,R. A. Ware,1911-08-06,218,218,1911,8,6,"Aug. 6, 1911",Massachusetts,Norfolk County,Wrentham,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3820742985,1,6,26,3820742985,3820742985,OSU,Kenneth C. Swedberg; K.C. Swedberg,1958-06-25,176,176,1958,6,25,NA,Oregon,Benton,NA,1/2 mi. north of Corvallis.,44.583,-123.2612,1609.0,Raphanus sativus L.,sativus
3344481238,0,0,0,3344481238,3344481238,CLEMS,"Payne, D.",2005-02-26,57,57,2005,2,26,NA,South Carolina,Beaufort,NA,"Around ruins of plantation house, Spring Island.",32.331389,-80.815278,NA,Raphanus raphanistrum L.,raphanistrum
5070880494,0,0,10,5070880494,5070880494,MARY,E. A. Higgins,1966-10-02,275,275,1966,10,2,10/2/66,Maryland,Worcester,NA,"Assateague Island, road by N End Bridge",38.0891,-75.208833,40234.0,Raphanus raphanistrum L.,raphanistrum
3865107324,0,1,4,3865107324,3865107324,PH,Bayard Long,1935-09-28,271,271,1935,9,28,September 28 1935,New Jersey,Hunterdon,NA,along Delaware River at Stockton,40.40798,-74.986245,1333.0,Raphanus raphanistrum L.,raphanistrum
5067924810,2,10,15,5067924810,5067924810,University of New Hampshire,N. T. Kidder,1923-07-04,185,185,1923,7,4,NA,Maine,Knox,Isle au Haut,East Side Road,44.06701,-68.6265,8442.0,Raphanus raphanistrum L.,raphanistrum
3870581939,3,8,12,3870581939,3870581939,CINC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2430443791,1,18,38,2430443791,2430443791,RSA,R. R. Halse,2007-03-22,81,81,2007,3,22,22 March 2007,California,Colusa,NA,Williams; by junction of 5th Street and B Street.,39.1586,-122.14724,NA,Raphanus raphanistrum L.,raphanistrum
3865380395,0,1,9,3865380395,3865380395,PH,Bayard Long,1946-09-01,244,244,1946,9,1,NA,Pennsylvania,Bucks,NA,near Street Road ca 0.75 mi. NW of Warminster,40.214461,-75.10968,2145.0,Raphanus raphanistrum L.,raphanistrum
1998941923,0,7,34,1998941923,1998941923,GH,E. F. Williams,1910-07-13,194,194,1910,7,13,"July 13, 1910",New Hampshire,Grafton County,Hanover,Hanover,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998561890,0,2,0,1998561890,1998561890,GH,M. A. Day,1900-06-04,155,155,1900,6,4,"June 4, 1900",Massachusetts,Nantucket County,Nantucket,Nantucket,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4912304545,2,35,45,4912304545,4912304545,BRY,Keith Dobry,1991-06-13,164,164,1991,6,13,1991-6-13,California,Los Angeles,NA,"Santa Monica Mts, Las Virgenes & Mulholland Hwy at Doka Univ, SW section.",NA,NA,NA,Raphanus sativus L.,sativus
1999429074,4,7,2,1999429074,1999429074,NEBC,W. P. Brooks,NA,NA,NA,NA,NA,NA,July,Massachusetts,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067923814,1,0,6,5067923814,5067923814,University of New Hampshire,A. R. Hodgdon; Westgate,1938-09-07,250,250,1938,9,7,NA,New Hampshire,Strafford,Durham,Horticultural Farm,43.11743,-70.91946,6339.0,Raphanus raphanistrum L.,raphanistrum
5103833276,8,13,14,5103833276,5103833276,WILLI,"Johnstone, Chris; Metivier, Sarah; Orciga, Michael",2006-04-23,113,113,2006,4,23,NA,Virginia,Richmond,NA,Totuskey Creek Watershed,37.949167,-76.607778,NA,Raphanus raphanistrum L.,raphanistrum
2512758461,1,5,0,2512758461,2512758461,US,J. M. Grant,1915-06-02,153,153,1915,6,2,NA,Washington,Clallam,NA,Clallam Co Wash.,NA,NA,NA,Raphanus sativus L.,sativus
2859339863,1,5,15,2859339863,2859339863,CM,"Mellor, C.C.",1889-06-21,172,172,1889,6,21,21 Jun 1889,Pennsylvania,Allegheny,NA,"along railroad, LE Railroad, Moon Run",40.502052,-80.23931,3772.0,Raphanus sativus L.,sativus
3865376384,0,0,0,3865376384,3865376384,PH,Stanley L. Glowenke,1939-06-10,161,161,1939,6,10,"June 10, 1938",Pennsylvania,Wyoming,NA,bank of Susquehanna River opposite Mahoopany,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344414992,4,13,23,3344414992,3344414992,CLEMS,Kay B. Van Sant,1989-03-25,84,84,1989,3,25,NA,South Carolina,Charleston,NA,Charleston,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2515493583,0,0,9,2515493583,2515493583,NA,Wiegand KM,1909-06-25,176,176,1909,6,25,NA,NA,NA,NA,Massachusetts. U.S.A. Sirupron Miadow. Caunipuz.,NA,NA,NA,Rapistrum raphanistrum (L.) Crantz,raphanistrum
4101881491,8,11,2,4101881491,4101881491,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Middlesex,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998673944,1,4,15,1998673944,1998673944,GH,Mrs. C. S. Wilson,1915,NA,NA,1915,NA,NA,Sept. 1915,New Hampshire,Sullivan County,Newport,Newport,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2565962075,1,5,7,2565962075,2565962075,CSLA,S. W. Leonard,1969-04-10,100,100,1969,4,10,10 Apr 1969,North Carolina,Brunswick,NA,"Field, 2.5 mi. east of Bolivia on Co. Rt. 1513.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
CDA-0034482,1,6,28,CDA-0034482,3059684607,CDA,M.K. Beyers,2010-12-02,336,336,2010,12,2,12/2/2010,California,Solano,NA,"Dixon: immediately east of I-80, just south of West A Street, on gravelly roadside in between the highway's exit and onramp here. Slightly northeast of Batavia Road.",38.45,-121.86,NA,Raphanus sativus L.,sativus
2859335856,0,2,0,2859335856,2859335856,CM,"Shafer, J.A.",1900-06-23,174,174,1900,6,23,23 Jun 1900,Pennsylvania,Allegheny,NA,Tarentum Island and Natrona,40.601456,-79.759771,1940.0,Raphanus sativus L.,sativus
3865376392,0,0,3,3865376392,3865376392,PH,"Robert L. Schaeffer, Jr.",1942-07-19,200,200,1942,7,19,NA,Pennsylvania,Northampton,NA,2 mi. NW of Freemansburg,40.64698,-75.372739,1334.0,Raphanus sativus L.,sativus
2452251575,0,2,7,2452251575,2452251575,US,A. E. Miller,NA,NA,NA,NA,NA,NA,NA,New York,NA,NA,Long Island.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969863984,1,6,28,3969863984,3969863984,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897880662,0,2,3,3897880662,3897880662,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Camden,NA,NA,NA,NA,NA,Raphanus raphanistrum subsp. sativus (L.) Domin,raphanistrum
5068482901,3,7,4,5068482901,5068482901,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Spartanburg,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
CDA-0037168,1,5,7,CDA-0037168,3059684536,CDA,CDFA Staff,1975-04-17,107,107,1975,4,17,4/17/1975,California,Placer,NA,"Loomis; David Takagishi property, northeast of the junction of Sierra College Blvd. & Interstate 80.",38.82,-121.18,5000.0,Raphanus sativus L.,sativus
4101881487,2,3,2,4101881487,4101881487,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Louisiana,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865363256,0,0,12,3865363256,3865363256,PH,"Robert L. Schaeffer, Jr.",1946-08-15,227,227,1946,8,15,NA,Pennsylvania,Northampton,NA,1 mi. W of Wassergass,40.585932,-75.310372,1040.0,Raphanus sativus L.,sativus
3865092216,0,0,6,3865092216,3865092216,PH,Bayard Long,1951-07-22,203,203,1951,7,22,July 22 1951,New Jersey,Camden,NA,Gloucester City,39.89178,-75.116286,1401.0,Raphanus sativus L.,sativus
3897880727,0,0,9,3897880727,3897880727,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Middlesex,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865104322,0,4,6,3865104322,3865104322,PH,Paul R. Wagner,1937-06-12,163,163,1937,6,12,NA,Pennsylvania,Schuylkill,NA,0.5 mi. S of Nuremburg,40.932285,-76.171601,801.0,Raphanus sativus L.,sativus
4101879467,2,4,38,4101879467,4101879467,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,California,Tehama,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067927816,1,3,12,5067927816,5067927816,University of New Hampshire,R. M. Grey;,1902-06-17,168,168,1902,6,17,NA,Massachusetts,Bristol,Easton,NA,42.03621,-71.1103,7320.0,Raphanus raphanistrum L.,raphanistrum
3865093283,1,3,3,3865093283,3865093283,PH,"Robert L. Schaeffer, Jr.",1942-08-05,217,217,1942,8,5,NA,Pennsylvania,Northampton,NA,1.5 mi. SE of Redington,40.622781,-75.267699,1127.0,Raphanus sativus L.,sativus
2517371118,0,0,21,2517371118,2517371118,NA,Britt RF,1965-05-23,143,143,1965,5,23,NA,NA,NA,NA,North Carolina. Robeson County. Roadside 4.5 miles SSW of St. Pauls along Co. 1765.,NA,NA,NA,Rapistrum raphanistrum (L.) Crantz,raphanistrum
SML_1998602943,0,2,1,SML_1998602943,1998602943,ECON,T. C. Plowman,1969-09-08,251,251,1969,9,8,NA,Massachusetts,Worcester County,Bolton,"at Zink Farm, Sugar Road",42.44652,-71.58439,1900,Raphanus sativus L.,sativus
3865377307,0,1,3,3865377307,3865377307,PH,Douglas E. Wade; Dorothy Wade,1940-07-17,199,199,1940,7,17,NA,Pennsylvania,Northumberland,NA,0.75 mi. E of Northumberland,40.893438,-76.784118,2381.0,Raphanus sativus L.,sativus
3744714087,1,2,1,3744714087,3744714087,UNA,"S. Vanderplank, Michael Hodson",2003-03,NA,NA,2003,3,NA,2003-3-XX,Mississippi,Lafayette,NA,"Just N of Old Taylor Rd on E side of South Lamar, Oxford",34.35,-89.52,NA,Raphanus sativus L.,sativus
5103891139,1,0,4,5103891139,5103891139,WILLI,"Greaves, James M",1975-09-06,249,249,1975,9,6,NA,Virginia,Gloucester,NA,along Rt 616 Roaring Springs Farm G-7,37.432385,-76.526476,1000.0,Raphanus raphanistrum L.,raphanistrum
1998589020,1,4,4,1998589020,1998589020,NEBC,M. B. Simmons,NA,NA,NA,NA,NA,NA,NA,Rhode Island,Newport County,Middletown,Middletown,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
SML_1999117651,2,1,7,SML_1999117651,1999117651,GH,H. St. John,1939-09-21,264,264,1939,9,21,NA,New York,Suffolk County,NA,"Fishers Island, E. of East Harbor",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344481255,2,8,21,3344481255,3344481255,CLEMS,"Payne, D.",2005-12-29,363,363,2005,12,29,NA,South Carolina,Beaufort,NA,In front of shopping center across Hwy 280 (Parris Island Gateway) from Taylor's Mobile Home Park.,32.402778,-80.735722,NA,Raphanus raphanistrum L.,raphanistrum
2573069230,0,1,10,2573069230,2573069230,VT,NA,1967-11-05,309,309,1967,11,5,1967-11-5,Connecticut,New London,Old Lyme,NA,41.3202,-72.30472,5958.0,Raphanus raphanistrum L.,raphanistrum
3709852018,2,4,7,3709852018,3709852018,GA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Lee County,NA,"Lee County, AL",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3469984096,8,24,29,3469984096,3469984096,NO,Joseph A. Ewan,1932-04-30,121,121,1932,4,30,NA,California,Los Angeles,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2234331766,3,8,3,2234331766,2234331766,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Camden,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865094244,1,2,0,3865094244,3865094244,PH,Walter C. Muenscher; K. M. Wiegand,1924-07-02,184,184,1924,7,2,"July 2, 1924",New York,Wayne,NA,S of Sodus Center,NA,NA,NA,Raphanus sativus L.,sativus
4088570109,6,11,15,4088570109,4088570109,USMS,Amy Wilberding,1996-04-15,106,106,1996,4,15,4/15/1996,Mississippi,Forrest,NA,Dixie Community W of Camp Shelby,31.215178,-89.303673,1227.0,Raphanus raphanistrum L.,raphanistrum
3496963454,13,15,2,3496963454,3496963454,ODU,Mohammed S. Al-Zein,2004-04-11,102,102,2004,4,11,NA,Virginia,Norfolk City,NA,East of University Village complex on 45th Street,36.884966,-76.297505,254.0,Raphanus raphanistrum L.,raphanistrum
3897882366,1,3,14,3897882366,3897882366,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Somerset,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999085926,3,2,1,1999085926,1999085926,NEBC,H. A. Young,1877-05-30,150,150,1877,5,30,"May 30, 1877",Massachusetts,Suffolk County,Revere,Revere,42.42509,-70.99891,3600,Raphanus raphanistrum L.,raphanistrum
3865375341,4,7,0,3865375341,3865375341,PH,Bayard Long,1959-05-19,139,139,1959,5,19,NA,Pennsylvania,Philadelphia,NA,Bustleton Ave. and Rhawnhurst,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865109357,9,3,19,3865109357,3865109357,PH,Walter M. Benner,1926-07-26,207,207,1926,7,26,NA,Pennsylvania,Bucks,NA,Bristol,40.100666,-74.851831,2062.0,Raphanus raphanistrum L.,raphanistrum
1999019853,0,1,28,1999019853,1999019853,GH,"M. L. Fernald, B. H. Long & G. S. Torrey",1913-09-15,258,258,1913,9,15,"September 15, 1913",Rhode Island,NA,NA,Block Island,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865364291,0,3,26,3865364291,3865364291,PH,Thomas C. Porter,1898-07-18,199,199,1898,7,18,July 18 / 98,Pennsylvania,Northampton,NA,"Easton, College Hill",40.703229,-75.207386,1373.0,Raphanus raphanistrum L.,raphanistrum
3341236050,2,2,1,3341236050,3341236050,SIM,William T. Davis,1898-06-19,170,170,1898,6,19,NA,New York,Richmond,NA,"West New Brighton, Staten Island",40.634548,-74.112087,3036.0,Raphanus sativus L.,sativus
2512791309,4,10,45,2512791309,2512791309,US,C. Harrison,1888,NA,NA,1888,NA,NA,NA,Massachusetts,NA,NA,Martha's Vineyard.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3357383414,0,2,20,3357383414,3357383414,GMUF,"Ted Bradley, Brodeur",1978-05-17,137,137,1978,5,17,17 May 1978,Virginia,Culpeper,NA,In Culpeper.,NA,NA,NA,Raphanus sativus L.,sativus
3865101225,0,11,11,3865101225,3865101225,PH,Harold W. Pretz,1917-06-24,175,175,1917,6,24,"June 24, 1917",Pennsylvania,Lehigh,NA,Treichlers Station,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897881458,1,0,45,3897881458,3897881458,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,California,Los Angeles,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969593861,0,2,15,3969593861,3969593861,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5074461250,1,1,0,5074461250,5074461250,University of Rhode Island,W. L. Halvorson,1975,NA,NA,1975,NA,NA,75-6-5,Rhode Island,Washington,South Kingstown,"University of Rhode Island, Kingston",41.4467,-71.54742,11590.0,Raphanus raphanistrum L.,raphanistrum
5067926817,10,2,4,5067926817,5067926817,University of New Hampshire,E. M. Meader,1952-06-30,182,182,1952,6,30,NA,New Hampshire,Strafford,Rochester,NA,43.29898,-70.97861,8933.0,Raphanus sativus L.,sativus
3969795114,7,0,2,3969795114,3969795114,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
3469835044,1,7,1,3469835044,3469835044,LSU,R. Dale Thomas,1983-03-10,69,69,1983,3,10,NA,Louisiana,Bossier,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234307615,2,4,12,2234307615,2234307615,NCU,"Giencke, Lisa",2006-06-22,173,173,2006,6,22,NA,North Carolina,Orange,NA,"Upper Battle Park, at corner of Country Club Road and Gimghoul Road. 35.91188° N, 79.04273° W",35.915043,-79.03931,725.0,Raphanus raphanistrum L.,raphanistrum
3865104318,0,3,2,3865104318,3865104318,PH,Bayard Long,1950-06-15,166,166,1950,6,15,June 15 1950,New Jersey,Burlington,NA,Beverly,40.063418,-74.918884,2443.0,Raphanus raphanistrum L.,raphanistrum
5067925811,0,1,5,5067925811,5067925811,University of New Hampshire,G. Morse;,1918-06-16,167,167,1918,6,16,NA,Maine,Cumberland,Portland,NA,43.68047,-70.22315,11134.0,Raphanus raphanistrum L.,raphanistrum
3969778964,0,11,24,3969778964,3969778964,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070543303,1,14,26,5070543303,5070543303,BALT,T. D. Misotti,1976-07-23,205,205,1976,7,23,7/23/1976,Maryland,Harford,NA,"Edgewood Senior High School, near railroad tracks",39.42144,-76.28485,280,Raphanus raphanistrum L.,raphanistrum
2459168788,1,4,27,2459168788,2459168788,UCSC,Al Keuter,2012-11-06,311,311,2012,11,6,6-Nov-12,California,Santa Cruz,Santa Cruz,"Along the north edge of the sidewalk, roughly 90' west of the intersection of Water Street and North Branciforte Avenue",37.08427,-122.06165,NA,Raphanus raphanistrum L.,raphanistrum
3469982046,1,6,29,3469982046,3469982046,NO,David Morgan,1978-04-15,105,105,1978,4,15,NA,Mississippi,Jones,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430138655,1,7,1,2430138655,2430138655,RSA,James Snow,1932,NA,NA,1932,NA,NA,Spring 1932,California,Los Angeles,NA,"Bryant Ranch, near Long Beach, Station no.3. Plat. 3.",33.793056,-118.024444,NA,Raphanus sativus L.,sativus
3865101233,0,7,6,3865101233,3865101233,PH,Bayard Long,1937-05-30,150,150,1937,5,30,May 30 1937,New Jersey,Salem,NA,1 mi E of Olivet,39.541329,-75.148914,1055.0,Raphanus raphanistrum L.,raphanistrum
5106272377,1,2,3,5106272377,5106272377,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Moore,NA,NA,NA,NA,NA,Raphanus raphanistrum subsp. raphanistrum,raphanistrum
4092881431,0,2,27,4092881431,4092881431,FARM,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859102605,0,5,21,2859102605,2859102605,CM,"Miller, J.",1888-06-23,175,175,1888,6,23,23 Jun 1888,Pennsylvania,Erie,NA,"Eighteenth and Plum Sts, Erie",42.111718,-80.096282,121.0,Raphanus sativus L.,sativus
2859099103,2,5,13,2859099103,2859099103,CM,"Graham, H.W.",1926-08-11,223,223,1926,8,11,11 Aug 1926,New York,Suffolk,NA,"Long Island, near Wading River",40.954882,-72.851818,4830.0,Raphanus raphanistrum L.,raphanistrum
3865097242,1,4,13,3865097242,3865097242,PH,Bayard Long,1943-07-10,191,191,1943,7,10,NA,Pennsylvania,Montgomery,NA,within 1 mi. W of Telford,40.321149,-75.3499,1096.0,Raphanus raphanistrum L.,raphanistrum
2859095120,0,2,13,2859095120,2859095120,CM,"Henry, L.K.",1929,NA,NA,1929,NA,NA,Jul-Aug 1929,New York,Suffolk,NA,"Long Island, Wading River",40.954882,-72.851818,4830.0,Raphanus raphanistrum L.,raphanistrum
3344481243,1,4,7,3344481243,3344481243,CLEMS,J. R. Davis,1982-10-10,283,283,1982,10,10,NA,South Carolina,Colleton,NA,Colleton,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430204411,1,13,15,2430204411,2430204411,RSA,E. W. Lathrop,1966-05-23,143,143,1966,5,23,"May 23, 1966",California,Riverside,NA,6 miles NW of Murrieta.,NA,NA,NA,Raphanus sativus L.,sativus
SML_1999120723,3,7,5,SML_1999120723,1999120723,GH,H. E. Stone,1927-05-30,150,150,1927,5,30,NA,Pennsylvania,Chester County,NA,Bacton,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5101172796,3,4,2,5101172796,5101172796,CHAS,Collector(s): unknown,1983-06-20,171,171,1983,6,20,"""Jun 20, 1983""",North Carolina,Alamance County,NA,No specific locality recorded.,NA,NA,NA,Raphanus sativus L.,sativus
5106271625,6,10,5,5106271625,5106271625,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Durham,NA,NA,NA,NA,NA,Raphanus raphanistrum subsp. raphanistrum,raphanistrum
3469986052,0,2,55,3469986052,3469986052,NO,Henry M. Pollard,1967-06-16,167,167,1967,6,16,NA,California,Ventura,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3709996871,6,16,26,3709996871,3709996871,GA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Baldwin County,NA,"Baldwin County, AL",30.76381,-87.71111,56000,Raphanus raphanistrum L.,raphanistrum
2234333034,0,2,10,2234333034,2234333034,NCU,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Northampton,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3897882370,1,5,10,3897882370,3897882370,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Somerset,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865378420,0,5,7,3865378420,3865378420,PH,J. H. Mears,1978-06-06,157,157,1978,6,6,"June 6, 1978",Pennsylvania,Philadelphia,NA,Philadelphia; corner of Race and Parkway between 19th and 20th Sts.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2992913306,1,4,22,2992913306,2992913306,USF,H. W. Graham,1927-09-11,254,254,1927,9,11,NA,California,Marin Co.,NA,"Along road, trails, railroad from Mill Valley to Muir Woods, near San Francisco.",37.9833,-122.117,NA,Raphanus sativus L.,sativus
